fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.17207939201817685,-0.08176155310774634,0.21325842850707963,2.8210611444304834,-0.03535139104863458,0.5698733938600631,0.7444890236943127,2.33127399596613,-1.2467939857497372,-0.34914860989228746,-1.3930102362105539,1
-0.65743400478103,0.21587359153862312,0.047996220955871374,-0.9446688242216297,0.1477319960581121,-1.2528907437592047,-0.14966934324937795,-0.00915323711160629,0.7399530918430995,0.0013417095732779288,-0.8241915293376847,1
1.4756004441312154,0.017450161774376995,0.543782843609497,0.1002719524200562,0.19350284283479877,-0.3121092533750665,-0.9732362601711984,0.3586281852291517,0.47505348149738763,-0.43677118975867896,-0.3366326377323681,1
0.4090832196750932,-0.47860841263623943,-0.11726598659533732,0.41572577178358394,0.5596696170482914,0.6874710801580803,1.1209767571442877,0.5258015590204425,0.011479163392393141,-0.7872615092242443,-0.49915226826747316,1
0.4090832196750932,-0.47860841263623943,-0.11726598659533732,0.41572577178358394,0.5596696170482914,0.6874710801580803,1.1209767571442877,0.5258015590204425,0.011479163392393141,-0.7872615092242443,-0.49915226826747316,1
1.4756004441312154,0.017450161774376995,0.543782843609497,0.1002719524200562,0.19350284283479877,-0.3121092533750665,-0.9732362601711984,0.3586281852291517,0.47505348149738763,-0.43677118975867896,-0.3366326377323681,1
-0.7759359186094876,0.4142970213028698,-1.4393636470050057,0.11998781613027662,-0.03535139104863458,-0.3121092533750665,-0.05554740988688419,0.29175883571265027,-0.05474573919403338,-0.173903450159505,-0.7429317140701321,1
0.17207939201817685,-0.08176155310774634,0.21325842850707963,2.8210611444304834,-0.03535139104863458,0.5698733938600631,0.7444890236943127,2.33127399596613,-1.2467939857497372,-0.34914860989228746,-1.3930102362105539,1
-0.65743400478103,0.21587359153862312,0.047996220955871374,-0.9446688242216297,0.1477319960581121,-1.2528907437592047,-0.14966934324937795,-0.00915323711160629,0.7399530918430995,0.0013417095732779288,-0.8241915293376847,1
1.4756004441312154,-0.5778201275183628,0.7916761549363096,-0.9643846879318503,-0.08112223782532094,-0.42970693967308377,-0.22026079327124826,-0.07602258662814486,0.21015387115167858,-0.34914860989228746,0.3947056996756075,1
1.4756004441312154,-0.08176155310774634,0.6264139473851009,-0.9742426197869605,-0.584601552368874,-1.4292872732062307,-1.7732726937523953,-1.079062829375778,-1.3130188883361638,0.6146997686380182,1.2073038523511357,1
2.0681100132735057,-0.47860841263623943,0.543782843609497,-0.432056367755897,-0.49305985881550063,-1.0764942143121787,-0.6908704600837171,0.2248894861961488,-0.3196453495397454,0.3518320290388438,-0.6616718988025797,1
1.2385966164743,-0.9746669870468558,0.29588953228268394,-1.0235322790625117,-0.2642056249320676,-1.1352930574611875,-1.490906893664914,-0.6778467322767322,-0.05474573919403338,1.2280578277027576,0.23218606914050244,1
-0.3019282632956559,-1.1730904168111023,0.543782843609497,-0.9643846879318503,-0.08112223782532094,0.746269923307089,0.10916597349747988,-0.9453241303427751,2.3293507539173715,0.2642094491724523,1.5323431134213472,2
1.712604271788133,1.406414170124102,2.3616671266727907,2.535181120632286,-0.2642056249320676,0.3346780212640285,0.7915499903755596,2.0637965979001245,-1.3792437909225932,1.5785481471683234,-0.6616718988025797,1
-0.3019282632956559,-1.0738787019289788,0.37852063605828834,-0.9643846879318503,-0.6303723991455606,-0.42970693967308377,-0.6202790100618467,-0.8784547808262736,0.4088285789109611,0.5270771887716268,0.7197449607458191,2
-0.65743400478103,2.0016844594168415,-2.4309368923122574,-1.043248142772732,0.010419455728052088,-0.3121092533750665,-0.9261752934899514,-0.4103693342106892,0.3426036763245346,-1.1377518286898103,-0.7429317140701321,1
-0.7759359186094876,3.7874953272950607,1.204831673814331,-1.0235322790625117,-0.7676849394756207,-0.37090809652407514,-1.490906893664914,-1.6140176255078638,0.9386277996023851,-0.8748840890906358,1.8573823744915587,2
0.6460870473320096,0.6127204510671165,0.7090450511607053,-1.043248142772732,-0.584601552368874,-1.0764942143121787,0.7680195070349362,-0.7781507565514844,-0.45209515471260137,0.3518320290388438,0.6384851454782665,1
-0.42043017712411357,0.31508530642074645,-1.6046258545562142,0.21856713468137906,-0.08112223782532094,-0.07691388077903194,-0.1261388599087545,0.4923668842621917,0.21015387115167858,0.0889642894396694,-0.8241915293376847,1
-0.7759359186094876,3.7874953272950607,1.204831673814331,-1.0235322790625117,-0.7676849394756207,-0.37090809652407514,-1.490906893664914,-1.6140176255078638,0.9386277996023851,-0.8748840890906358,1.8573823744915587,2
-0.5389320909525712,0.31508530642074645,0.37852063605828834,-0.6883625959887635,-0.35574731848544094,-0.9588965280141615,-0.8555838434680811,-0.9453241303427751,-0.12097064178046285,-1.2253744085562017,0.3947056996756075,2
-0.06492443563873955,-0.18097326798986968,0.7090450511607053,-0.9249529605114092,0.1477319960581121,0.3346780212640285,-0.38497417665561234,-0.3434999846941878,1.865776435812377,-0.08628087029311354,-0.011593376662156572,2
0.8830908749889249,3.886707042177184,-1.6046258545562142,-0.9643846879318503,1.2920031654752782,-0.6061034691201097,0.6974280570130659,-0.10945726138639558,-0.9156694728175988,0.17658686930606088,-0.9867111598727898,1
-0.3019282632956559,-0.08176155310774634,0.6264139473851009,-1.0038164153522913,0.2850445363881721,-1.1352930574611875,0.08563549015685644,0.3586281852291517,1.5346519228802356,-0.173903450159505,-0.4178924529999206,1
0.17207939201817685,-0.280184982871993,-0.11726598659533732,0.5143050903346864,0.010419455728052088,1.216660668499158,2.509275274241071,0.4923668842621917,0.4088285789109611,0.0889642894396694,-0.0928531919297091,1
0.053577478189719176,-0.37939669775411633,0.13062732473147526,-1.0629640064829526,0.2850445363881721,-0.018115037630023298,0.1797574235193502,-0.3434999846941878,1.733326630639521,-0.43677118975867896,-0.4178924529999206,1
0.17207939201817685,0.017450161774376995,0.4611517398338927,0.45515749920402476,0.23927368961148512,-0.19451156707704922,0.062105006816233,0.6929749328116961,1.2697523125345236,0.3518320290388438,-0.011593376662156572,1
0.6460870473320096,-0.08176155310774634,1.204831673814331,-1.043248142772732,0.056190302504738755,-1.0764942143121787,-0.14966934324937795,-0.8784547808262736,0.011479163392393141,0.0013417095732779288,0.882264591280924,1
0.4090832196750932,0.4142970213028698,0.21325842850707963,-0.8658053693807478,-0.584601552368874,0.09948264866799399,-0.5732180433805999,-1.1459321788922794,-0.5845449598854573,1.9290384666338882,1.4510832981537947,2
1.9496080994450482,-0.37939669775411633,0.4611517398338927,0.7903271822777733,-0.08112223782532094,-0.9000976848651528,0.08563549015685644,1.1276257046689926,0.07770406597882261,0.3518320290388438,-0.4178924529999206,1
1.712604271788133,-1.3715138465753487,0.047996220955871374,-1.043248142772732,-0.17266393137869426,-1.6644826458022652,-2.1497604272023705,-0.20976128566118488,1.865776435812377,-0.7872615092242443,-0.2553728224648156,1
0.6460870473320096,-0.280184982871993,0.21325842850707963,-0.8559474375256376,0.19350284283479877,-0.2533104102260579,-0.902644810149328,-0.6778467322767322,0.011479163392393141,-0.43677118975867896,0.23218606914050244,1
-0.7759359186094876,-1.5699372763395953,0.047996220955871374,-0.9643846879318503,-0.03535139104863458,0.4522757075620458,-0.5026265933587295,-0.042587911869894135,1.5346519228802356,0.17658686930606088,-1.2304906056754488,1
-1.2499435739233205,-0.08176155310774634,-1.1088392319025886,1.6873989810928052,-0.08112223782532094,-0.7824999985671356,0.9562633737599237,0.7264096075699468,1.203527409948097,-1.0501292488234186,-0.2553728224648156,1
0.5275851335035509,0.017450161774376995,0.7916761549363096,-0.9249529605114092,1.5666282461353975,-0.8412988417161442,-0.3614436933149889,-1.1793668536505302,0.011479163392393141,-0.6120163494914619,1.8573823744915587,1
